@relation courses
@attribute voteCount NUMERIC
@attribute voteValue NUMERIC
@attribute simiCount NUMERIC
@attribute bookCount NUMERIC
@attribute bookExist NUMERIC
@attribute voteOrnot NUMERIC
@attribute freeOrnot NUMERIC
@data
22,4.0,10,0,0,1,1
22,4.0,11,0,0,1,0
22,4.0,0,0,0,1,0
22,4.0,11,24,1,1,1
22,4.0,17,22,1,1,1
21,4.0,10,0,0,1,0
21,4.0,10,0,0,1,0
21,4.0,10,0,0,1,1
21,4.0,10,0,0,1,0
21,4.0,10,0,0,1,0
21,4.0,0,0,0,1,0
21,4.0,17,24,1,1,0
21,4.0,0,0,0,1,0
21,4.0,0,0,0,1,0
21,4.0,0,0,0,1,0
21,4.0,0,0,0,1,0
21,4.0,10,0,0,1,1
21,4.0,0,0,0,1,1
21,4.0,10,0,0,1,1
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,1
20,4.0,0,0,0,1,0
20,4.0,0,0,0,1,0
20,4.0,10,0,0,1,1
20,4.0,10,0,0,1,1
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,1
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,1
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,0
20,4.0,10,0,0,1,0
20,4.0,0,0,0,1,0
20,4.0,7,0,0,1,1
20,4.0,10,0,0,1,1
20,4.0,0,0,0,1,1
20,4.0,10,0,0,1,1
19,4.0,13,14,1,1,0
19,4.0,10,0,0,1,1
19,4.0,10,0,0,1,0
19,4.0,10,0,0,1,1
19,4.0,10,0,0,1,1
19,4.0,15,17,1,1,1
19,4.0,10,0,0,1,0
19,4.0,10,0,0,1,0
19,4.0,10,0,0,1,1
19,4.0,10,0,0,1,1
19,4.0,0,0,0,1,0
19,4.0,0,0,0,1,0
19,4.0,7,0,0,1,1
19,4.0,9,0,0,1,1
19,4.0,5,0,0,1,1
19,4.0,10,0,0,1,1
19,4.0,10,0,0,1,1
19,4.0,10,0,0,1,1
19,4.0,10,12,1,1,1
19,4.0,4,0,0,1,1
19,4.0,10,0,0,1,1
18,4.0,9,0,0,1,1
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,1
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,1
18,4.0,10,0,0,1,1
18,4.0,10,0,0,1,1
18,4.0,0,0,0,1,0
18,4.0,10,0,0,1,1
18,4.0,16,0,0,1,1
18,4.0,10,0,0,1,1
18,4.0,10,0,0,1,1
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,0
18,4.0,10,0,0,1,1
18,4.0,10,0,0,1,0
18,4.0,0,0,0,1,0
18,4.0,0,0,0,1,0
18,4.0,0,0,0,1,0
18,4.0,0,0,0,1,0
18,4.0,7,0,0,1,1
18,4.0,1,13,1,1,1
18,4.0,10,0,0,1,1
18,4.0,8,0,0,1,1
18,4.0,8,0,0,1,1
18,4.0,17,14,1,1,1
18,4.0,11,20,1,1,1
18,4.0,0,0,0,1,1
18,4.0,9,0,0,1,1
18,4.0,10,0,0,1,1
127,3.99213,10,0,0,1,1
117,3.99145,10,0,0,1,1
117,3.99145,9,0,0,1,1
113,3.99115,9,0,0,1,1
111,3.99099,9,0,0,1,1
110,3.99091,10,0,0,1,1
109,3.99083,10,0,0,1,1
107,3.99065,10,0,0,1,1
102,3.9902,10,0,0,1,1
99,3.9899,10,23,1,1,1
98,3.9898,10,0,0,1,1
97,3.98969,10,0,0,1,1
97,3.98969,10,0,0,1,1
96,3.98958,10,0,0,1,1
96,3.98958,10,0,0,1,1
94,3.98936,10,0,0,1,1
94,3.98936,10,0,0,1,1
94,3.98936,10,0,0,1,1
88,3.98864,12,0,0,1,1
84,3.9881,10,0,0,1,1
83,3.98795,9,0,0,1,1
75,3.98667,10,0,0,1,1
64,3.98438,10,0,0,1,1
120,3.98333,11,23,1,1,1
58,3.98276,8,0,0,1,1
115,3.98261,9,23,1,1,1
115,3.98261,14,24,1,1,1
109,3.98165,9,0,0,1,1
52,3.98077,10,0,0,1,1
102,3.98039,9,0,0,1,1
99,3.9798,16,11,1,1,1
49,3.97959,9,0,0,1,1
90,3.97778,11,19,1,1,1
45,3.97778,10,0,0,1,1
89,3.97753,12,22,1,1,1
86,3.97674,10,23,1,1,1
41,3.97561,6,0,0,1,1
82,3.97561,9,0,0,1,1
80,3.975,9,0,0,1,1
80,3.975,10,0,0,1,1
119,3.97479,10,0,0,1,1
117,3.97436,11,0,0,1,1
111,3.97297,10,0,0,1,1
106,3.9717,10,0,0,1,1
106,3.9717,10,0,0,1,1
103,3.97087,9,0,0,1,1
103,3.97087,10,0,0,1,1
103,3.97087,13,0,0,1,1
102,3.97059,14,24,1,1,1
101,3.9703,10,0,0,1,1
101,3.9703,10,0,0,1,1
168,3.97024,16,19,1,1,1
100,3.97,20,24,1,1,1
98,3.96939,9,0,0,1,1
32,3.96875,9,0,0,1,1
95,3.96842,11,24,1,1,1
94,3.96809,10,0,0,1,1
93,3.96774,3,14,1,1,1
93,3.96774,9,0,0,1,1
31,3.96774,10,0,0,1,1
92,3.96739,9,0,0,1,1
44,3.96591,16,23,1,1,1
87,3.96552,10,0,0,1,1
29,3.96552,10,0,0,1,1
29,3.96552,10,0,0,1,1
56,3.96429,7,0,0,1,1
55,3.96364,10,0,0,1,1
27,3.96296,15,23,1,1,1
27,3.96296,17,17,1,1,1
27,3.96296,10,0,0,1,1
106,3.96226,10,0,0,1,1
79,3.96203,10,0,0,1,1
79,3.96203,3,24,1,1,1
105,3.9619,10,0,0,1,1
26,3.96154,4,20,1,1,1
26,3.96154,10,0,0,1,1
103,3.96116,10,0,0,1,1
103,3.96116,22,0,0,1,1
76,3.96053,9,0,0,1,1
101,3.9604,11,23,1,1,1
25,3.96,10,0,0,1,1
25,3.96,0,0,0,1,0
25,3.96,14,24,1,1,1
97,3.95876,4,20,1,1,1
96,3.95833,6,0,0,1,1
24,3.95833,10,0,0,1,1
24,3.95833,10,0,0,1,1
24,3.95833,10,0,0,1,1
24,3.95833,7,0,0,1,1
95,3.95789,10,0,0,1,1
70,3.95714,0,0,0,1,1
92,3.95652,10,0,0,1,1
46,3.95652,9,0,0,1,1
46,3.95652,10,0,0,1,1
23,3.95652,10,0,0,1,0
23,3.95652,10,0,0,1,1
23,3.95652,10,0,0,1,1
67,3.95522,10,15,1,1,1
22,3.95455,0,0,0,1,0
22,3.95455,10,0,0,1,0
22,3.95455,10,0,0,1,0
22,3.95455,10,0,0,1,0
22,3.95455,10,0,0,1,0
22,3.95455,0,0,0,1,0
22,3.95455,10,0,0,1,1
22,3.95455,10,0,0,1,1
22,3.95455,0,0,0,1,0
22,3.95455,0,0,0,1,0
22,3.95455,0,0,0,1,1
22,3.95455,10,0,0,1,1
87,3.95402,9,0,0,1,1
21,3.95238,10,0,0,1,0
21,3.95238,10,0,0,1,0
21,3.95238,10,0,0,1,1
21,3.95238,10,0,0,1,0
21,3.95238,10,0,0,1,1
21,3.95238,10,0,0,1,1
21,3.95238,10,0,0,1,1
21,3.95238,10,0,0,1,1
21,3.95238,0,0,0,1,0
21,3.95238,0,0,0,1,1
21,3.95238,10,0,0,1,0
21,3.95238,0,0,0,1,0
21,3.95238,5,0,0,1,1
124,3.95161,14,24,1,1,1
103,3.95146,10,0,0,1,1
103,3.95146,2,23,1,1,1
102,3.95098,10,0,0,1,1
20,3.95,0,0,0,1,0
20,3.95,0,0,0,1,1
60,3.95,9,0,0,1,1
20,3.95,0,0,0,1,1
20,3.95,10,0,0,1,0
20,3.95,7,0,0,1,1
20,3.95,10,0,0,1,1
20,3.95,10,0,0,1,0
20,3.95,10,0,0,1,1
20,3.95,10,0,0,1,0
20,3.95,10,0,0,1,0
20,3.95,10,0,0,1,0
20,3.95,10,0,0,1,1
20,3.95,10,0,0,1,0
20,3.95,10,0,0,1,1
20,3.95,10,0,0,1,1
20,3.95,1,18,1,1,1
20,3.95,0,0,0,1,1
20,3.95,10,0,0,1,1
99,3.94949,10,0,0,1,1
99,3.94949,10,0,0,1,1
177,3.94915,10,23,1,1,1
97,3.94845,10,0,0,1,1
115,3.94783,15,21,1,1,1
19,3.94737,0,0,0,1,0
19,3.94737,0,0,0,1,0
19,3.94737,0,0,0,1,1
114,3.94737,10,0,0,1,1
19,3.94737,10,0,0,1,0
19,3.94737,0,0,0,1,1
19,3.94737,0,0,0,1,1
95,3.94737,13,21,1,1,1
19,3.94737,10,0,0,1,0
19,3.94737,10,0,0,1,0
19,3.94737,1,0,0,1,1
19,3.94737,10,0,0,1,1
19,3.94737,10,0,0,1,1
19,3.94737,10,0,0,1,0
19,3.94737,0,0,0,1,0
19,3.94737,10,0,0,1,1
19,3.94737,10,0,0,1,1
19,3.94737,10,0,0,1,1
19,3.94737,10,0,0,1,1
111,3.94595,10,0,0,1,1
37,3.94595,10,0,0,1,1
37,3.94595,0,0,0,1,1
129,3.94574,10,0,0,1,1
109,3.94495,8,19,1,1,1
126,3.94444,11,0,0,1,1
18,3.94444,0,0,0,1,0
90,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,0,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,0,0,0,1,0
18,3.94444,0,0,0,1,0
18,3.94444,10,0,0,1,0
18,3.94444,0,0,0,1,0
18,3.94444,12,22,1,1,0
18,3.94444,14,0,0,1,1
18,3.94444,13,0,0,1,1
18,3.94444,0,0,0,1,1
18,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,1
18,3.94444,10,0,0,1,1
18,3.94444,0,0,0,1,1
18,3.94444,0,0,0,1,1
18,3.94444,9,0,0,1,1
35,3.94286,10,0,0,1,1
87,3.94253,9,0,0,1,1
103,3.94175,10,0,0,1,1
103,3.94175,10,0,0,1,1
34,3.94118,10,0,0,1,1
34,3.94118,10,0,0,1,1
33,3.93939,10,0,0,1,1
33,3.93939,10,0,0,1,1
98,3.93878,10,0,0,1,1
49,3.93878,10,0,0,1,1
81,3.93827,10,0,0,1,1
113,3.93805,10,0,0,1,1
96,3.9375,1,12,1,1,1
32,3.9375,8,0,0,1,1
95,3.93684,9,0,0,1,1
95,3.93684,10,0,0,1,1
47,3.93617,7,0,0,1,1
31,3.93548,10,0,0,1,1
31,3.93548,11,0,0,1,1
46,3.93478,10,0,0,1,1
30,3.93333,10,0,0,1,1
30,3.93333,10,0,0,1,1
30,3.93333,10,0,0,1,1
89,3.93258,9,23,1,1,1
102,3.93137,10,0,0,1,1
102,3.93137,10,0,0,1,1
87,3.93103,10,0,0,1,1
29,3.93103,10,0,0,1,1
141,3.92908,14,21,1,1,1
97,3.92783,10,0,0,1,1
95,3.92632,10,0,0,1,1
54,3.92593,0,0,0,1,1
27,3.92593,10,0,0,1,1
27,3.92593,10,0,0,1,1
27,3.92593,10,0,0,1,1
27,3.92593,10,0,0,1,1
27,3.92593,10,0,0,1,0
94,3.92553,10,0,0,1,1
40,3.925,5,0,0,1,1
92,3.92391,10,0,0,1,1
118,3.92373,13,0,0,1,1
26,3.92308,10,0,0,1,1
26,3.92308,10,0,0,1,0
26,3.92308,7,12,1,1,0
103,3.92233,12,20,1,1,1
102,3.92157,10,0,0,1,1
114,3.92105,12,0,0,1,1
25,3.92,10,0,0,1,1
25,3.92,13,0,0,1,1
25,3.92,0,0,0,1,1
112,3.91964,10,0,0,1,1
111,3.91892,9,0,0,1,1
49,3.91837,10,0,0,1,1
110,3.91818,9,0,0,1,1
108,3.91667,10,0,0,1,1
96,3.91667,10,0,0,1,1
24,3.91667,10,0,0,1,1
24,3.91667,0,0,0,1,1
94,3.91489,10,0,0,1,1
105,3.91429,9,0,0,1,1
93,3.91398,10,0,0,1,1
115,3.91304,12,0,0,1,1
34,3.91176,10,0,0,1,1
101,3.91089,10,0,0,1,1
89,3.91011,16,24,1,1,1
110,3.90909,13,19,1,1,1
110,3.90909,10,0,0,1,1
44,3.90909,10,0,0,1,1
22,3.90909,10,0,0,1,1
22,3.90909,10,0,0,1,1
22,3.90909,10,0,0,1,0
22,3.90909,10,0,0,1,1
22,3.90909,10,0,0,1,0
22,3.90909,10,0,0,1,0
22,3.90909,10,0,0,1,0
22,3.90909,10,0,0,1,0
22,3.90909,0,0,0,1,0
22,3.90909,10,0,0,1,1
22,3.90909,0,0,0,1,1
87,3.90805,10,0,0,1,1
87,3.90805,10,0,0,1,1
75,3.90667,9,0,0,1,1
96,3.90625,9,0,0,1,1
116,3.90517,10,0,0,1,1
21,3.90476,0,0,0,1,0
21,3.90476,10,0,0,1,0
21,3.90476,10,0,0,1,0
21,3.90476,10,0,0,1,1
21,3.90476,10,0,0,1,0
21,3.90476,15,0,0,1,1
21,3.90476,0,0,0,1,0
21,3.90476,10,0,0,1,0
21,3.90476,17,23,1,1,1
21,3.90476,10,0,0,1,1
31,3.90323,10,0,0,1,1
112,3.90179,10,0,0,1,1
101,3.90099,10,0,0,1,1
111,3.9009,3,23,1,1,1
100,3.9,13,18,1,1,1
30,3.9,10,0,0,1,1
30,3.9,10,24,1,1,1
20,3.9,10,0,0,1,1
20,3.9,10,0,0,1,0
20,3.9,10,0,0,1,1
20,3.9,9,0,0,1,1
20,3.9,10,0,0,1,1
20,3.9,10,0,0,1,0
20,3.9,10,0,0,1,0
20,3.9,10,0,0,1,0
20,3.9,10,0,0,1,1
20,3.9,14,0,0,1,0
20,3.9,0,0,0,1,0
20,3.9,13,0,0,1,1
20,3.9,10,0,0,1,1
109,3.89908,0,0,0,1,1
99,3.89899,10,0,0,1,1
89,3.89888,10,0,0,1,1
117,3.89744,10,0,0,1,1
78,3.89744,10,0,0,1,1
101,3.89604,10,0,0,1,1
105,3.89524,9,0,0,1,1
19,3.89474,0,0,0,1,0
19,3.89474,0,0,0,1,0
19,3.89474,0,0,0,1,0
19,3.89474,0,0,0,1,0
19,3.89474,0,0,0,1,0
19,3.89474,0,0,0,1,1
19,3.89474,0,0,0,1,1
19,3.89474,0,0,0,1,1
19,3.89474,0,0,0,1,0
38,3.89474,10,0,0,1,1
0,3.89474,0,0,0,0,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,0
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,0
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,0
19,3.89474,0,0,0,1,0
19,3.89474,0,0,0,1,0
19,3.89474,8,0,0,1,1
19,3.89474,8,0,0,1,1
19,3.89474,10,0,0,1,1
19,3.89474,10,0,0,1,1
113,3.89381,9,0,0,1,1
56,3.89286,0,0,0,1,1
28,3.89286,10,0,0,1,0
83,3.89157,9,0,0,1,1
46,3.8913,10,0,0,1,1
108,3.88889,10,0,0,1,1
36,3.88889,1,21,1,1,1
18,3.88889,12,0,0,1,1
18,3.88889,1,0,0,1,1
18,3.88889,10,0,0,1,0
18,3.88889,0,0,0,1,0
18,3.88889,0,0,0,1,0
18,3.88889,0,0,0,1,0
18,3.88889,0,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,1
18,3.88889,10,0,0,1,1
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,1
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,1
18,3.88889,0,0,0,1,0
18,3.88889,10,0,0,1,0
18,3.88889,10,0,0,1,1
18,3.88889,9,0,0,1,1
18,3.88889,10,0,0,1,1
18,3.88889,10,0,0,1,1
116,3.88793,12,0,0,1,1
107,3.88785,12,0,0,1,1
98,3.88776,11,23,1,1,1
98,3.88776,10,24,1,1,1
79,3.88608,12,22,1,1,1
114,3.88596,10,0,0,1,1
96,3.88542,10,0,0,1,1
61,3.88525,0,0,0,1,1
26,3.88462,10,0,0,1,1
121,3.8843,10,0,0,1,1
95,3.88421,9,0,0,1,1
43,3.88372,10,0,0,1,1
59,3.88136,10,0,0,1,1
25,3.88,10,0,0,1,1
91,3.87912,9,0,0,1,1
33,3.87879,10,0,0,1,1
103,3.87864,10,0,0,1,1
115,3.87826,14,17,1,1,1
24,3.875,0,0,0,1,1
96,3.875,10,0,0,1,1
96,3.875,9,0,0,1,1
88,3.875,9,0,0,1,1
40,3.875,10,0,0,1,1
40,3.875,13,14,1,1,1
32,3.875,10,0,0,1,1
24,3.875,10,0,0,1,1
24,3.875,10,0,0,1,0
55,3.87273,8,0,0,1,1
39,3.87179,6,0,0,1,1
39,3.87179,14,17,1,1,1
100,3.87,10,0,0,1,1
100,3.87,9,0,0,1,1
92,3.86957,6,0,0,1,1
46,3.86957,0,0,0,1,1
23,3.86957,10,0,0,1,0
23,3.86957,10,0,0,1,0
23,3.86957,14,0,0,1,0
23,3.86957,10,0,0,1,0
23,3.86957,12,0,0,1,1
106,3.86792,12,0,0,1,1
53,3.86792,0,0,0,1,1
98,3.86735,10,0,0,1,1
30,3.86667,11,0,0,1,1
97,3.86598,10,0,0,1,1
104,3.86538,10,0,0,1,1
22,3.86364,10,0,0,1,0
22,3.86364,10,0,0,1,1
22,3.86364,10,0,0,1,0
105,3.8619,13,22,1,1,1
21,3.85714,0,0,0,1,0
56,3.85714,7,0,0,1,1
28,3.85714,7,0,0,1,1
21,3.85714,0,0,0,1,0
21,3.85714,10,0,0,1,0
21,3.85714,10,0,0,1,0
90,3.85556,10,0,0,1,1
117,3.8547,12,0,0,1,1
103,3.85437,10,0,0,1,1
103,3.85437,10,0,0,1,1
113,3.85398,10,0,0,1,1
75,3.85333,9,0,0,1,1
27,3.85185,10,0,0,1,1
27,3.85185,10,0,0,1,1
20,3.85,0,0,0,1,0
20,3.85,13,21,1,1,1
60,3.85,9,0,0,1,1
20,3.85,10,0,0,1,0
20,3.85,10,0,0,1,1
20,3.85,10,0,0,1,0
20,3.85,0,0,0,1,1
20,3.85,10,0,0,1,0
20,3.85,10,0,0,1,1
20,3.85,10,0,0,1,0
20,3.85,10,0,0,1,0
20,3.85,10,0,0,1,0
20,3.85,10,0,0,1,1
86,3.84884,11,0,0,1,1
99,3.84848,10,12,1,1,1
46,3.84783,10,0,0,1,1
46,3.84783,9,0,0,1,1
52,3.84615,1,0,0,1,1
70,3.84286,10,0,0,1,1
19,3.84211,0,0,0,1,0
19,3.84211,0,0,0,1,0
19,3.84211,10,0,0,1,1
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,0,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,1
19,3.84211,10,0,0,1,0
19,3.84211,10,0,0,1,1
19,3.84211,0,0,0,1,1
19,3.84211,7,0,0,1,1
19,3.84211,11,24,1,1,1
88,3.84091,2,0,0,1,1
94,3.84043,10,0,0,1,1
25,3.84,10,0,0,1,0
25,3.84,10,0,0,1,0
106,3.83962,10,0,0,1,1
112,3.83929,10,0,0,1,1
31,3.83871,15,22,1,1,1
37,3.83784,12,21,1,1,1
24,3.83333,0,0,0,1,0
24,3.83333,10,0,0,1,1
24,3.83333,10,0,0,1,0
18,3.83333,0,0,0,1,0
18,3.83333,0,0,0,1,0
18,3.83333,0,0,0,1,0
18,3.83333,10,0,0,1,0
18,3.83333,10,0,0,1,0
18,3.83333,10,0,0,1,1
18,3.83333,10,0,0,1,0
18,3.83333,10,0,0,1,0
18,3.83333,10,0,0,1,1
18,3.83333,10,0,0,1,0
18,3.83333,0,0,0,1,0
18,3.83333,0,0,0,1,0
18,3.83333,9,0,0,1,0
18,3.83333,17,19,1,1,1
18,3.83333,0,0,0,1,1
18,3.83333,10,0,0,1,1
18,3.83333,10,0,0,1,1
53,3.83019,10,0,0,1,1
35,3.82857,7,0,0,1,1
58,3.82759,9,0,0,1,1
23,3.82609,10,0,0,1,1
23,3.82609,0,0,0,1,0
34,3.82353,10,0,0,1,1
101,3.82178,9,0,0,1,1
28,3.82143,10,0,0,1,1
39,3.82051,10,0,0,1,1
39,3.82051,7,0,0,1,1
99,3.81818,10,0,0,1,1
22,3.81818,0,0,0,1,1
22,3.81818,10,0,0,1,0
22,3.81818,0,0,0,1,0
54,3.81481,10,0,0,1,1
53,3.81132,0,0,0,1,1
37,3.81081,10,0,0,1,1
21,3.80952,0,0,0,1,0
21,3.80952,10,0,0,1,0
21,3.80952,19,24,1,1,1
21,3.80952,8,13,1,1,1
21,3.80952,0,0,0,1,1
78,3.80769,10,0,0,1,1
20,3.8,10,0,0,1,0
20,3.8,0,0,0,1,1
20,3.8,10,0,0,1,1
20,3.8,10,0,0,1,0
20,3.8,14,0,0,1,1
20,3.8,10,0,0,1,0
20,3.8,10,0,0,1,1
20,3.8,0,0,0,1,1
19,3.78947,0,0,0,1,0
57,3.78947,6,0,0,1,1
19,3.78947,10,0,0,1,1
19,3.78947,10,0,0,1,0
19,3.78947,10,0,0,1,0
19,3.78947,10,0,0,1,1
19,3.78947,10,0,0,1,1
19,3.78947,10,0,0,1,1
19,3.78947,10,0,0,1,1
19,3.78947,10,0,0,1,1
19,3.78947,10,0,0,1,0
19,3.78947,10,0,0,1,0
19,3.78947,0,0,0,1,0
19,3.78947,0,0,0,1,1
94,3.78723,10,0,0,1,1
92,3.78261,10,0,0,1,1
23,3.78261,0,0,0,1,1
32,3.78125,9,0,0,1,1
50,3.78,0,0,0,1,1
90,3.77778,10,0,0,1,1
18,3.77778,0,0,0,1,0
18,3.77778,10,0,0,1,0
18,3.77778,10,0,0,1,0
18,3.77778,10,0,0,1,0
18,3.77778,0,0,0,1,0
18,3.77778,0,0,0,1,0
22,3.77273,9,0,0,1,1
22,3.77273,0,0,0,1,1
22,3.77273,10,0,0,1,0
22,3.77273,10,0,0,1,1
22,3.77273,10,0,0,1,0
22,3.77273,10,0,0,1,0
22,3.77273,17,24,1,1,0
22,3.77273,10,0,0,1,1
30,3.76667,10,0,0,1,1
34,3.76471,10,0,0,1,1
21,3.7619,10,0,0,1,1
25,3.76,10,0,0,1,1
58,3.75862,10,0,0,1,1
29,3.75862,10,0,0,1,1
24,3.75,10,0,0,1,1
24,3.75,10,0,0,1,1
20,3.75,10,0,0,1,1
20,3.75,10,0,0,1,1
20,3.75,10,0,0,1,0
20,3.75,10,0,0,1,1
20,3.75,7,0,0,1,1
20,3.75,0,0,0,1,1
20,3.75,0,0,0,1,1
27,3.74074,10,0,0,1,0
23,3.73913,0,0,0,1,0
19,3.73684,0,0,0,1,1
19,3.73684,10,0,0,1,0
19,3.73684,10,0,0,1,1
19,3.73684,11,23,1,1,1
19,3.73684,10,0,0,1,1
19,3.73684,10,0,0,1,1
19,3.73684,0,0,0,1,0
19,3.73684,0,0,0,1,0
19,3.73684,10,0,0,1,1
19,3.73684,10,0,0,1,1
22,3.72727,10,0,0,1,0
22,3.72727,10,0,0,1,0
22,3.72727,10,0,0,1,1
21,3.71429,0,0,0,1,1
21,3.71429,0,0,0,1,1
24,3.70833,10,0,0,1,1
24,3.70833,10,0,0,1,0
24,3.70833,0,0,0,1,0
30,3.7,10,0,0,1,1
20,3.7,10,0,0,1,0
20,3.7,10,0,0,1,0
20,3.7,10,0,0,1,0
26,3.69231,0,0,0,1,1
32,3.6875,10,0,0,1,1
32,3.6875,10,0,0,1,1
19,3.68421,0,0,0,1,0
19,3.68421,10,0,0,1,1
19,3.68421,10,0,0,1,0
19,3.68421,10,0,0,1,0
19,3.68421,10,0,0,1,0
19,3.68421,9,0,0,1,1
19,3.68421,0,0,0,1,1
19,3.68421,2,0,0,1,1
22,3.68182,10,0,0,1,0
24,3.66667,10,0,0,1,1
21,3.66667,14,0,0,1,0
32,3.65625,9,0,0,1,1
20,3.65,0,0,0,1,0
20,3.65,10,0,0,1,1
20,3.65,10,0,0,1,0
20,3.65,10,0,0,1,1
19,3.63158,10,0,0,1,1
21,3.61905,10,0,0,1,1
21,3.61905,0,0,0,1,0
21,3.61905,10,0,0,1,0
23,3.6087,0,0,0,1,0
20,3.6,10,0,0,1,1
32,3.59375,10,0,0,1,1
19,3.57895,10,0,0,1,0
19,3.57895,10,0,0,1,1
23,3.56522,10,0,0,1,0
23,3.56522,0,0,0,1,0
23,3.56522,10,0,0,1,1
20,3.55,10,0,0,1,1
24,3.54167,0,0,0,1,0
19,3.52632,10,0,0,1,1
19,3.52632,10,0,0,1,1
21,3.52381,10,0,0,1,0
23,3.47826,10,0,0,1,0
22,3.45455,10,0,0,1,0
20,3.45,0,0,0,1,1
20,3.45,10,0,0,1,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,4,0,0,0,0
0,0,10,12,1,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,1,0,0,0,0
0,0,5,0,0,0,0
0,0,6,0,0,0,0
0,0,3,0,0,0,0
0,0,0,0,0,0,0
0,0,5,0,0,0,0
0,0,3,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,0,0,0
0,0,3,0,0,0,0
0,0,0,0,0,0,0
